pkt_id,timestamp_ms,altitude_m,temp_c,temp_c_1,temp_c_2,temp_c_3,temp_c_4,pressure_hpa,accel_z,gyro_x,lat,lon,rssi_dbm,flags
588,58800,48.66,24.68,26.78,27.68,23.18,24.18,1007.42,0.0,0,51.5,-0.1,-50,63
589,58900,48.16,24.69,26.79,27.69,23.19,24.19,1007.48,0.0,0,51.5,-0.1,-50,63
590,59000,47.66,24.69,26.79,27.69,23.19,24.19,1007.54,0.0,0,51.5,-0.1,-50,63
591,59100,47.16,24.69,26.79,27.69,23.19,24.19,1007.6,0.0,0,51.5,-0.1,-50,63
592,59200,46.66,24.7,26.8,27.7,23.2,24.2,1007.66,0.0,0,51.5,-0.1,-50,63
593,59300,46.16,24.7,26.8,27.7,23.2,24.2,1007.72,0.0,0,51.5,-0.1,-50,63
594,59400,45.66,24.7,26.8,27.7,23.2,24.2,1007.78,0.0,0,51.5,-0.1,-50,63
595,59500,45.16,24.71,26.81,27.71,23.21,24.21,1007.84,0.0,0,51.5,-0.1,-50,63
596,59600,44.66,24.71,26.81,27.71,23.21,24.21,1007.9,0.0,0,51.5,-0.1,-50,63
597,59700,44.16,24.71,26.81,27.71,23.21,24.21,1007.96,0.0,0,51.5,-0.1,-50,63
598,59800,43.66,24.72,26.82,27.72,23.22,24.22,1008.02,0.0,0,51.5,-0.1,-50,63
599,59900,43.16,24.72,26.82,27.72,23.22,24.22,1008.08,0.0,0,51.5,-0.1,-50,63
600,60000,42.66,24.72,26.82,27.72,23.22,24.22,1008.14,0.0,0,51.5,-0.1,-50,63
601,60100,42.16,24.73,26.83,27.73,23.23,24.23,1008.2,0.0,0,51.5,-0.1,-50,63
602,60200,41.66,24.73,26.83,27.73,23.23,24.23,1008.26,0.0,0,51.5,-0.1,-50,63
603,60300,41.16,24.73,26.83,27.73,23.23,24.23,1008.32,0.0,0,51.5,-0.1,-50,63
604,60400,40.66,24.74,26.84,27.74,23.24,24.24,1008.38,0.0,0,51.5,-0.1,-50,63
605,60500,40.16,24.74,26.84,27.74,23.24,24.24,1008.44,0.0,0,51.5,-0.1,-50,63
606,60600,39.66,24.74,26.84,27.74,23.24,24.24,1008.5,0.0,0,51.5,-0.1,-50,63
607,60700,39.16,24.75,26.85,27.75,23.25,24.25,1008.55,0.0,0,51.5,-0.1,-50,63
608,60800,38.66,24.75,26.85,27.75,23.25,24.25,1008.61,0.0,0,51.5,-0.1,-50,63
609,60900,38.16,24.75,26.85,27.75,23.25,24.25,1008.67,0.0,0,51.5,-0.1,-50,63
610,61000,37.66,24.76,26.86,27.76,23.26,24.26,1008.73,0.0,0,51.5,-0.1,-50,63
611,61100,37.16,24.76,26.86,27.76,23.26,24.26,1008.79,0.0,0,51.5,-0.1,-50,63
612,61200,36.66,24.76,26.86,27.76,23.26,24.26,1008.85,0.0,0,51.5,-0.1,-50,63
613,61300,36.16,24.76,26.86,27.76,23.26,24.26,1008.91,0.0,0,51.5,-0.1,-50,63
614,61400,35.66,24.77,26.87,27.77,23.27,24.27,1008.97,0.0,0,51.5,-0.1,-50,63
615,61500,35.16,24.77,26.87,27.77,23.27,24.27,1009.03,0.0,0,51.5,-0.1,-50,63
616,61600,34.66,24.77,26.87,27.77,23.27,24.27,1009.09,0.0,0,51.5,-0.1,-50,63
617,61700,34.16,24.78,26.88,27.78,23.28,24.28,1009.15,0.0,0,51.5,-0.1,-50,63
618,61800,33.66,24.78,26.88,27.78,23.28,24.28,1009.21,0.0,0,51.5,-0.1,-50,63
619,61900,33.16,24.78,26.88,27.78,23.28,24.28,1009.27,0.0,0,51.5,-0.1,-50,63
620,62000,32.66,24.79,26.89,27.79,23.29,24.29,1009.33,0.0,0,51.5,-0.1,-50,63
621,62100,32.16,24.79,26.89,27.79,23.29,24.29,1009.39,0.0,0,51.5,-0.1,-50,63
622,62200,31.66,24.79,26.89,27.79,23.29,24.29,1009.45,0.0,0,51.5,-0.1,-50,63
623,62300,31.16,24.8,26.9,27.8,23.3,24.3,1009.51,0.0,0,51.5,-0.1,-50,63
624,62400,30.66,24.8,26.9,27.8,23.3,24.3,1009.57,0.0,0,51.5,-0.1,-50,63
625,62500,30.16,24.8,26.9,27.8,23.3,24.3,1009.63,0.0,0,51.5,-0.1,-50,63
626,62600,29.66,24.81,26.91,27.81,23.31,24.31,1009.69,0.0,0,51.5,-0.1,-50,63
627,62700,29.16,24.81,26.91,27.81,23.31,24.31,1009.75,0.0,0,51.5,-0.1,-50,63
628,62800,28.66,24.81,26.91,27.81,23.31,24.31,1009.81,0.0,0,51.5,-0.1,-50,63
629,62900,28.16,24.82,26.92,27.82,23.32,24.32,1009.87,0.0,0,51.5,-0.1,-50,63
630,63000,27.66,24.82,26.92,27.82,23.32,24.32,1009.93,0.0,0,51.5,-0.1,-50,63
631,63100,27.16,24.82,26.92,27.82,23.32,24.32,1009.99,0.0,0,51.5,-0.1,-50,63
632,63200,26.66,24.83,26.93,27.83,23.33,24.33,1010.05,0.0,0,51.5,-0.1,-50,63
633,63300,26.16,24.83,26.93,27.83,23.33,24.33,1010.11,0.0,0,51.5,-0.1,-50,63
634,63400,25.66,24.83,26.93,27.83,23.33,24.33,1010.17,0.0,0,51.5,-0.1,-50,63
635,63500,25.16,24.84,26.94,27.84,23.34,24.34,1010.23,0.0,0,51.5,-0.1,-50,63
636,63600,24.66,24.84,26.94,27.84,23.34,24.34,1010.29,0.0,0,51.5,-0.1,-50,63
637,63700,24.16,24.84,26.94,27.84,23.34,24.34,1010.35,0.0,0,51.5,-0.1,-50,63
638,63800,23.66,24.85,26.95,27.85,23.35,24.35,1010.41,0.0,0,51.5,-0.1,-50,63
639,63900,23.16,24.85,26.95,27.85,23.35,24.35,1010.47,0.0,0,51.5,-0.1,-50,63
640,64000,22.66,24.85,26.95,27.85,23.35,24.35,1010.53,0.0,0,51.5,-0.1,-50,63
641,64100,22.16,24.86,26.96,27.86,23.36,24.36,1010.59,0.0,0,51.5,-0.1,-50,63
642,64200,21.66,24.86,26.96,27.86,23.36,24.36,1010.65,0.0,0,51.5,-0.1,-50,63
643,64300,21.16,24.86,26.96,27.86,23.36,24.36,1010.71,0.0,0,51.5,-0.1,-50,63
644,64400,20.66,24.87,26.97,27.87,23.37,24.37,1010.77,0.0,0,51.5,-0.1,-50,63
645,64500,20.16,24.87,26.97,27.87,23.37,24.37,1010.83,0.0,0,51.5,-0.1,-50,63
646,64600,19.66,24.87,26.97,27.87,23.37,24.37,1010.89,0.0,0,51.5,-0.1,-50,63
647,64700,19.16,24.88,26.98,27.88,23.38,24.38,1010.95,0.0,0,51.5,-0.1,-50,63
648,64800,18.66,24.88,26.98,27.88,23.38,24.38,1011.01,0.0,0,51.5,-0.1,-50,63
649,64900,18.16,24.88,26.98,27.88,23.38,24.38,1011.07,0.0,0,51.5,-0.1,-50,63
650,65000,17.66,24.89,26.99,27.89,23.39,24.39,1011.13,0.0,0,51.5,-0.1,-50,63
651,65100,17.16,24.89,26.99,27.89,23.39,24.39,1011.19,0.0,0,51.5,-0.1,-50,63
652,65200,16.66,24.89,26.99,27.89,23.39,24.39,1011.25,0.0,0,51.5,-0.1,-50,63
653,65300,16.16,24.89,26.99,27.89,23.39,24.39,1011.31,0.0,0,51.5,-0.1,-50,63
654,65400,15.66,24.9,27.0,27.9,23.4,24.4,1011.37,0.0,0,51.5,-0.1,-50,63
655,65500,15.16,24.9,27.0,27.9,23.4,24.4,1011.43,0.0,0,51.5,-0.1,-50,63
656,65600,14.66,24.9,27.0,27.9,23.4,24.4,1011.49,0.0,0,51.5,-0.1,-50,63
657,65700,14.16,24.91,27.01,27.91,23.41,24.41,1011.55,0.0,0,51.5,-0.1,-50,63
658,65800,13.66,24.91,27.01,27.91,23.41,24.41,1011.61,0.0,0,51.5,-0.1,-50,63
659,65900,13.16,24.91,27.01,27.91,23.41,24.41,1011.67,0.0,0,51.5,-0.1,-50,63
660,66000,12.66,24.92,27.02,27.92,23.42,24.42,1011.73,0.0,0,51.5,-0.1,-50,63
661,66100,12.16,24.92,27.02,27.92,23.42,24.42,1011.79,0.0,0,51.5,-0.1,-50,63
662,66200,11.66,24.92,27.02,27.92,23.42,24.42,1011.85,0.0,0,51.5,-0.1,-50,63
663,66300,11.16,24.93,27.03,27.93,23.43,24.43,1011.91,0.0,0,51.5,-0.1,-50,63
664,66400,10.66,24.93,27.03,27.93,23.43,24.43,1011.97,0.0,0,51.5,-0.1,-50,63
665,66500,10.16,24.93,27.03,27.93,23.43,24.43,1012.03,0.0,0,51.5,-0.1,-50,63
666,66600,9.66,24.94,27.04,27.94,23.44,24.44,1012.09,0.0,0,51.5,-0.1,-50,63
667,66700,9.16,24.94,27.04,27.94,23.44,24.44,1012.15,0.0,0,51.5,-0.1,-50,63
668,66800,8.66,24.94,27.04,27.94,23.44,24.44,1012.21,0.0,0,51.5,-0.1,-50,63
669,66900,8.16,24.95,27.05,27.95,23.45,24.45,1012.27,0.0,0,51.5,-0.1,-50,63
670,67000,7.66,24.95,27.05,27.95,23.45,24.45,1012.33,0.0,0,51.5,-0.1,-50,63
671,67100,7.16,24.95,27.05,27.95,23.45,24.45,1012.39,0.0,0,51.5,-0.1,-50,63
672,67200,6.66,24.96,27.06,27.96,23.46,24.46,1012.45,0.0,0,51.5,-0.1,-50,63
673,67300,6.16,24.96,27.06,27.96,23.46,24.46,1012.51,0.0,0,51.5,-0.1,-50,63
674,67400,5.66,24.96,27.06,27.96,23.46,24.46,1012.57,0.0,0,51.5,-0.1,-50,63
675,67500,5.16,24.97,27.07,27.97,23.47,24.47,1012.63,0.0,0,51.5,-0.1,-50,63
676,67600,4.66,24.97,27.07,27.97,23.47,24.47,1012.69,0.0,0,51.5,-0.1,-50,63
677,67700,4.16,24.97,27.07,27.97,23.47,24.47,1012.75,0.0,0,51.5,-0.1,-50,63
678,67800,3.66,24.98,27.08,27.98,23.48,24.48,1012.81,0.0,0,51.5,-0.1,-50,63
679,67900,3.16,24.98,27.08,27.98,23.48,24.48,1012.87,0.0,0,51.5,-0.1,-50,63
680,68000,2.66,24.98,27.08,27.98,23.48,24.48,1012.93,0.0,0,51.5,-0.1,-50,63
681,68100,2.16,24.99,27.09,27.99,23.49,24.49,1012.99,0.0,0,51.5,-0.1,-50,63
682,68200,1.66,24.99,27.09,27.99,23.49,24.49,1013.05,0.0,0,51.5,-0.1,-50,63
683,68300,1.16,24.99,27.09,27.99,23.49,24.49,1013.11,0.0,0,51.5,-0.1,-50,63
684,68400,0.66,25.0,27.1,28.0,23.5,24.5,1013.17,0.0,0,51.5,-0.1,-50,63
685,68500,0.16,25.0,27.1,28.0,23.5,24.5,1013.23,0.0,0,51.5,-0.1,-50,63
686,68600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
687,68700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
688,68800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
689,68900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
690,69000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
691,69100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
692,69200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
693,69300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
694,69400,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
695,69500,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
696,69600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
697,69700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
698,69800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
699,69900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
700,70000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
701,70100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
702,70200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
703,70300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
704,70400,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
705,70500,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
706,70600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
707,70700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
708,70800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
709,70900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
710,71000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
711,71100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
712,71200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
713,71300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
714,71400,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
715,71500,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
716,71600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
717,71700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
718,71800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
719,71900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
720,72000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
721,72100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
722,72200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
723,72300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
724,72400,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
725,72500,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
726,72600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
727,72700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
728,72800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
729,72900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
730,73000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
731,73100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
732,73200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
733,73300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
734,73400,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
735,73500,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
736,73600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
737,73700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
738,73800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
739,73900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
740,74000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
741,74100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
742,74200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
743,74300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
744,74400,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
745,74500,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
746,74600,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
747,74700,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
748,74800,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
749,74900,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
750,75000,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
751,75100,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
752,75200,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
753,75300,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
754,75399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
755,75499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
756,75599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
757,75699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
758,75799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
759,75899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
760,75999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
761,76099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
762,76199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
763,76299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
764,76399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
765,76499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
766,76599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
767,76699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
768,76799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
769,76899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
770,76999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
771,77099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
772,77199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
773,77299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
774,77399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
775,77499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
776,77599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
777,77699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
778,77799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
779,77899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
780,77999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
781,78099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
782,78199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
783,78299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
784,78399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
785,78499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
786,78599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
787,78699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
788,78799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
789,78899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
790,78999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
791,79099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
792,79199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
793,79299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
794,79399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
795,79499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
796,79599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
797,79699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
798,79799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
799,79899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
800,79999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
801,80099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
802,80199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
803,80299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
804,80399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
805,80499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
806,80599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
807,80699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
808,80799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
809,80899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
810,80999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
811,81099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
812,81199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
813,81299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
814,81399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
815,81499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
816,81599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
817,81699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
818,81799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
819,81899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
820,81999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
821,82099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
822,82199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
823,82299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
824,82399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
825,82499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
826,82599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
827,82699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
828,82799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
829,82899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
830,82999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
831,83099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
832,83199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
833,83299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
834,83399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
835,83499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
836,83599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
837,83699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
838,83799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
839,83899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
840,83999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
841,84099,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
842,84199,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
843,84299,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
844,84399,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
845,84499,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
846,84599,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
847,84699,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
848,84799,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
849,84899,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
850,84999,0,25.0,27.1,28.0,23.5,24.5,1013.25,0.0,0,51.5,-0.1,-50,63
